,title,author,genre,story,platform
153,나 홀로 버그로 꿀빠는 플레이어,"청초,오둥둥",액션무협,"과도한 업무와 밤샘 게임으로 돌연사?!
눈을 뜬 나를 반긴 것은 게임 <파라디소>의 세계관 속이었다.

그것도 초고도비만의 몸뚱이와 몰락하기 일보직전의 완벽한 듣보잡 엑스트라 영주. 자레드의 몸으로 환생했다!

망할! 소설이나 영화 속 주인공들은 존잘남으로 태어나서 호의호식하며 잘 살던데!

“반드시 정점을 차지하겠어!”

성공하고 성장 할 수 있다면!
버그든 꼼수든 무엇이든 OK!

자레드의 혹독한 다이어트와 버그로 꿀빠는 치열한 현생 도전기가 시작된다!

* 원작소설 <나 홀로 버그로 꿀빠는 플레이어>",카카오페이지
154,슈퍼맨,"피터 J. 토마시,패트릭 글리슨",소년,"강철의 사나이가 자신을 길러준 고향을 지키다 죽었다. 
하지만 그의 죽음을 곁에서 지켜본 더 나이 들고, 더 지혜롭고, 
더 경험 많은 또 다른 슈퍼맨이 있었다. 
사라진 평행 지구에서 온 그에게는 아내 로이스 레인과 아들 조나단 켄트가 있었다.
이 옛 슈퍼맨이 죽은 슈퍼맨 대신 망토를 걸치고 
다시 한 번 지구 최고의 히어로로 하늘을 누비려 한다.

그러나 이 지구로 건너온 크립톤의 마지막 생존자는 그 혼자만이 아니었다.

순수한 크립톤 유전자를 지키는 것이 최우선 명령으로 각인된 기계 이래디케이터가 가족의 뒤를 쫓는다. 
그에게 조나단은 오염된 크립톤 유전자로 인식되었다. 
과연 슈퍼맨의 아들은 새로이 발현한 초능력을 제때 깨우쳐 인간성의 소거를 막아 낼 수 있을까?",카카오페이지
155,접근금지거리 10M,등불,BL/GL,"학생 공포증에 시달리고 있는 교사, 남주원.
교내에서 유명한 돌+I 이태겸이 주원의 반에 속하게 되고,
출근 첫날부터 태겸과 어이없이 얽히게 된다.

오해 아닌 오해를 계기로 계속해서 다가오는 태겸이 무서운 주원.
""이태겸 너, 경고하는데 내 근처에 10M 이상 다가오지 마라.""

""난 선생님 맘에 들었는데... 나, 무서워하지 말아요.""
뜻밖의 고백(?)에 주원은 더욱 혼란스러울 뿐인데...

직진남 태겸과 모태 철벽러 주원의 쫓고 쫓기는 밀당 로맨스!
그 녀석과 나 사이의 <접근금지거리 10M>",카카오페이지
156,양판소 주인공의 아내로 살아남기,"아빈,녹끼",로판,"양판소 주인공의 아내로 빙의했다.
정확히, 주인공의 손에 죽는 악역 조연 겸 사치스런 아내로.
그래도 어렸을 때부터 잘 대해주면 목이 잘리는 상황은 막을 수 있지 않을까?

좋아. 
지금부터 내 목표는 평화롭게 이혼하는 것!

“그래서 내가 이혼해주면 냅다 노아한테 달려가시겠다?” 
“으, 응?” 
“난 내 아내랑 동생이 노닥거리는 꼴을 보려고 전쟁터에서 그 고생을 한 게 아니니까!” 

아니 거기서 네 동생 이름이 왜 나와?",카카오페이지
157,천재 의사 이무진,"김형사,이해날",드라마,"『어게인 마이 라이프』, 『오늘은 출근』, 『국회의원 이성윤』 의
인기 작가 이해날 작가의 원작 소설 <의사>가 웹툰으로 다시 태어났다!

동네에서 싸움으로만 명성이 자자한 무진은
우연히 운명 같은 메스 하나를 얻게 된다.

그 메스에는 의문의 의사 아클레가 깃들어 있었고!
""내가 널 의사로 만들어줄게!""
그녀의 한 마디가 무진의 인생을 180도로 뒤바꿔 놓는데!

의술은커녕 민간요법도 모르던 무진은 아클레의 도움으로
주변 사람들의 목숨을 구하면서 점차 의사의 꿈을 키우게 된다.

""좋았어! 이제부터 내 목표는 천재 의사다!!""

문제아 무진은 과연 진정한 의사가 될 수 있을까?

천재 의사 유령 '아클레'의 도움으로
진정한 의사로 거듭나는 무진의 생(生)과 사(死)를 가르는
메디컬 판타지 드라마가 지금 펼쳐집니다!",카카오페이지
158,수라전설 독룡,"영광(앤트스튜디오),시니어",액션무협,"유구한 역사를 자랑하는 약문(藥門)들의 잇따른 멸문지화.
시체가 산처럼 쌓이고 피가 바다처럼 흐르는
절망의 지옥에서 마침내 수라(修羅)가 눈을 뜬다.

- 하나도 남김없이 모두 죽일 것이다.
놈들을 전부 죽일 때까지 절대로 끝내지 않아.

약문 백화절곡의 유일한 생존자 진자강.

먼 훗날 강호 무림사에 전설로 기록될
한 사내의 고독한 복수행이 시작된다!",카카오페이지
159,왕의 딸로 태어났다고 합니다,"프로리,IlIlIIll,마젠타블랙,김렉나,비츄",로판,"스물 여섯. 불미스런 사건으로 소박하지만 아름답던 연인 
진수와의 사랑을 뒤로하고... 새로운 세계에서 공주님으로 환생한 수희. 

하지만 이곳은 남존여비가 팽배한 세상! 공주님 에게도 예외는 없다!!
상희 라는 이름으로 다시 환생한 그녀의 눈에 이 세상은 
작은 것 하나하나 마음에 들지 않는다. 

세상을 바꾸겠다는 당찬 포부와 함께 그녀의 앙큼한 반란이 시작된다 .",카카오페이지
160,내가 딸이에요?,"이영유,플로우",로판,"악마 같은 백작에게 입양되어
평생 오두막에 감금된 채 살다 죽음을 맞이한 헤이린. 

눈을 뜨니 일곱 살,
하필이면 백작에게 입양되기 직전 상황으로 회귀했다.

헤이린은 신에게 묻고 싶었다.
도대체 자신이 무얼 잘못했느냐고!

그녀는 신을 원망하며 백작가를 향해 달리는 마차 밖으로 몸을 내던지고
그 길로 신의 축복을 받은 칼리스토 가문의 공작이자
신성함의 상징 빈센트를 만나게 된다. 

그런데
“푸른 피입니다.”

고아인 줄 알았던 그녀가 칼리스토 공작가에서
천 년 만에 태어난 여자아이란다. 

“정말 내가…… 딸이에요?” 

일평생 여자를 멀리하며 금욕적인 삶을 살아온
빈센트는 결코 애가 생길 만한 행동(?)은 한 적이 없다며
아빠임을 부정하는데... 

“……마물인가?”

출생의 비밀을 품은 헤이린의 등장으로
제국과 신성국이 크게 들썩인다!

초보 아빠 빈센트와 초보 딸 헤이린의
서투르지만 사랑스러운 육아물!

==============================

[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",카카오페이지
161,밥만 먹고 레벨업,"코개,박민규",소년,"전 세계에 단 두 명만 존재하는 희귀병 폭식 결여증에 걸린 주인공. 
하루하루 살기 위해 먹는 걸 조절하며 살아가고 있지만 희망이 없어보인다, 
의사의 추천으로 시작하게 된 가상현실게임 '아테네'에서는 음식을 마음껏 먹고도 살이 찌지 않는데.
살기 위해 게임을 하며 성장하는 식도락 판타지 라이프!",카카오페이지
162,나를 버려주세요,"코타비,채로,자은향",로판,"희귀병에 걸려 죽은 공녀를 대신해 입양 된 아델.
평생을 사랑받기 위해 애썼지만, 여동생이 태어나자마자 버려지고
정략결혼을 하러 가던 길에 의문의 적들에게 암살 당해 죽고 만다.

""혹시 이거 꿈인가?""

그런데 눈을 뜨니, 왜인지 3년 전 과거로 돌아왔다!
어차피 여동생이 태어나면 버려질 운명이기에, 이번 생에서는 마음대로
살아 보려고 하는데, 어쩐지 자꾸만 인생이 꼬여간다.

""저에게 흥미가 있으셨던 것 아니었습니까?""

게다가 정체불명의 검은 기사는 자꾸만 그녀를 찾아오는데...",카카오페이지
163,아파도 하고 싶은,"김인정,채랑비",로맨스,"‘그’를 아주 오랫동안 짝사랑해왔다.

하지만, 

그에게 하연은 여자가 아니었다. 
좋게 봐야 같은 동아리 후배, 
더 나아가서는 같은 직장에 다니는 여자애. 그냥 그 정도.

그랬던 그가 결혼을 한다?

“선봐서 곧 결혼할 거야. 되도록 이른 시일 내에.”

모르는 여자와의 계약 결혼을 할거라는 남자의 말에 
하연은 오랫동안 간직했던 감정을 억누르지 못했다. 

“꼭 하셔야 한다면…. 저랑 해요, 그 결혼.”

서투룬 유혹, 남자의 단단한 등에 매달려 뜨거운 입술을 겹쳤다.
발칙한 후배의 도발. 선배는 화를 낼까. 아니면 미쳤다고 비웃을까. 
그러나 남자의 입에서 나온 말은 예상외의 것이었다.

“할 거면 제대로 해야지.” <아파도 하고 싶은>",카카오페이지
164,대마법사의 딸,"문설아,새벽애",로판,"줄곧 나를 미워한 부모님은 친부모님이 아니었다. 내게 진짜 아빠가 따로 있다고 한다.
그래서 떠났다. 친아빠에게로.

*원작소설 <대마법사의 딸>",카카오페이지
165,폭군에게는 악녀가 어울린다,"나전,자개,유이란",로판,"하루 아침에 희대의 폭군, 에스티안의 신부가 된 세실. 
끌려가듯 보내진 제국이지만, 
황제의 얼굴을 본 순간 마음이 바뀌었다.

""미남이시네요?""

남편이 마음에 든다. 
남편도 내가 마음에 든다! 

하지만 남편과 백년해로 하려면, 
폭군을 뛰어넘는 악녀가 되어야 한다는데?!",카카오페이지
166,폭군을 길들이고 도망쳐버렸다,"지현,멜팅,유소이",로판,"황제에 의해 본질마저 부서진 채
제국을 위한 살아있는 검이 됐었던,
샤를리즈 로넌.

""저는 저주받은 마검이 아닙니다.""
""저는 사람입니다!!""

철저하고 완벽한 복수를 위해
제국을 지배하게 될 미래의 실세,
딜런을 길들이기 시작하는데…

""황자님, 언제까지 그렇게 살 생각이세요?""

""스승님이 저를 바라보는 것 이상으로,""
""저는 스승님을 의아하게 바라보고 있습니다.""

제 삶을 대가로 번영했던 제국의 멸망,
샤를은 바라는 것을 이룰 수 있을까.",카카오페이지
167,천애협로,"지와겸,촌부",액션무협,"세상과 호흡하라, 천하를 얻으리!

무림맹주, 아미파 장문인, 군무 제일검, 남궁세가의 안주인을 키워낸 여인,
진무신모 유월향. 

매병에 걸린 그녀가, 어느 날 사라져버렸다!
진무신모의 아들 무림맹주는 비밀리에 그녀를 찾아나서고,
그녀의 오랜 숙적 혈마의 부하들도 그녀를 추적한다.  

한편 무한 삼진의 가난한 고아들 앞에 
갑자기 나타난 정체 기이한 할머니!
할머니는 자신이 고아들의 친할머니라고 주장한다.
고아들은 할머니를 받아들이고 서로 의지하며 살아간다.  
그중 맏이 소량의 비범한 재능을 알아본 할머니는 
소량에게 무공을 사사한다.  

하지만 얼마 지나지 않아 
피습의 흔적만 남긴 채 할머니는 사라지고, 
소량은 할머니를 찾아 길을 떠난다. 

강호에 나선 소량, 
진무신모 유월향의 마지막 제자의 이야기

독특한 감성 무협 <천애협로>!
웹툰으로 더욱 웅장하게 돌아왔다!",카카오페이지
168,악역 황녀님은 과자집에서 살고 싶어,"밤만쥬,프리드리히",로판,"찢어지게 가난한 집 아이로 환생한 줄 알았더니….
“아나스타샤 황손 저하를 모시러 왔습니다!”
…아무래도 나는 ‘원작’에서 권력을 탐하다
비참한 최후를 맞이하는 황녀에 빙의한 모양이다.

권력에 관심이 없음을 보여 줄 겸,
전생에서 못다 이룬 파티시에의 꿈을 향한 욕심도 채울 겸,
계약한 정령의 도움을 받아 열심히 과자만 구웠다.
맛있는 걸 먹으면 기분이 좋아질 테니
설마 나를 죽이지야 않겠지!

그런데 냉혹하고 비정한 황제(할아버지)도,
나를 파멸로 몰고 갈 남주 황태손(사촌 오빠)도,
제국 최강의 기사인 소공작(오빠 친구)도,
나한테 칼을 꽂을 노예 기사(엘프)도!

""저하의 라임 파이가 좋다는 말입니다.""

…이 사람들, 설마 과자 말고 나한테 푹 빠진 건가?
디저트처럼 달콤하고 사랑스러운
악역 황녀 아샤의 베이킹&힐링 판타지!

**************************

[표지 및 타이틀 로고 디자인] 송가희

**************************

웹툰 [악역 황녀님은 과자집에서 살고 싶어]는 매주 일요일, 주1회 연재됩니다.",카카오페이지
169,황녀의 생존법칙,"사사,양지묘",로판,"신선들이 사는 선경(仙境). 모든 수선자들이 수련에 매진할 때, 홀로 인간을 위해 악당과 싸우는 정의의 수선자 능소파 선녀 청아.
신선이 되는 것보다 사랑을 선택한 그녀는 자신이 그토록 사랑했던 사부와 결혼을 하는 꿈을 이루게 되었는데...
하지만 혼인을 올린 뒤, 곧바로 남편에게 금단(金丹)을 빼앗기고 죽임을 당한다. 
그리고 그녀는 아레스 제국의 황녀로 환생하게 되는데...

태어나자 마자 '버림 받은 황녀', 붉은 색 눈을 가진 '불길한 아이', 저주 받은 쌍둥이에게 영혼을 바쳐야 하는 '제물'...

""왜 나는 이렇게 재수가 없는 거야~~?""

과연 사야는 비운의 황녀로서 새로운 세계에서 잘 살아갈 수 있을까...?",카카오페이지
170,정령 농사꾼,"구식이,수색영장",소년,"[농사꾼, 정령을 만나다.]

11년 동안 초인이 되기 위해서 노력했지만 결국 일반인으로 끝난 이건우.

모든 걸 뒤로 하고 집으로 돌아왔을 때, 그에게 정령이 찾아왔다.

""하와!!!!""

본격 농사 & 힐링 판타지.

농사의 정령 하와와 함께하는 귀농 Life!",카카오페이지
171,갓 오브 블랙필드,"운(雲),신인성,무장",소년,"""Who am I?""

프랑스 외인부대의 전설 '강찬'!
아프리카 전장에서 그를 상대한 자들은 공포와 경외를 담아
'갓 오브 블랙필드' 검은 땅의 신이라 불렀다.
하지만 수니파 추종 세력 SISS의 수뇌인 마살란 사살 작전에
투입된 강찬은 배후에서 날아든 의문의 총알에 전사하게 되고,
점점 감기는 시야 사이로 압도적인 열세에 자신을 믿고 따르던 동료들이
하나 둘 목숨을 잃어가는 것을 마지막으로 무기력하게 눈을 감는다.
그렇게 배신을 당해 죽음을 기다리고 있던 강찬은 의문의 힘에 의해
3년의 시간을 넘어 '강찬'으로서 대한민국으로 돌아오게 되지만,
그는 19살의 왕따를 당하는 또 다른 '강찬'이었다.

배신자의 복수, 환생에 얽힌 진실을 찾기 위한 강찬의 여정이 시작 된다!",카카오페이지
172,귀환자의 마법은 특별해야 합니다,"욱작가,유소난",소년,"""다시 돌아온 이상, 사랑하는 사람들을 두 번 잃을 순 없어!""

인류가 맞이한 최악의 재앙, 그림자 미궁.
데지르 아르망은 미궁 속에서 
마지막까지 살아남은 최후의 생존자 6명 중 한 명이다.
그들은 그림자 미궁의 마지막 단계에 도전하지만 결국 실패하고
세계는 멸망을 맞이하고 만다.

모든 게 끝이라 생각했던 순간,
데지르의 눈앞에 펼쳐진 것은 다름 아닌 13년 전의 세상?!

제국 최고의 마법 학원, 헤브리온에 입학했던 순간으로 돌아온 데지르.
그림자 미궁에서 잃었던 소중한 사람들과 재회하게 되고,
사랑하는 사람들과 세상을 구하기 위해 과거를 바꾸고자 하는데…!

그림자 세계 발생까지 남은 시간은 3년!
과거를 바꾸고, 강한 동료를 모아 세상을 구원하라!",카카오페이지
173,뜻대로 하세요,권정아,로판,"후작 저택의 하녀 디안은
돈에 팔리듯 진행되는 후작 영애의 혼약에 반대하여
한 가지 계책을 꾸며낸다.

영애를 몰래 국경으로 떠나보낸 후
자신을 후작 영애인 것처럼 꾸며
건국 영웅의 후손, 에펜하르트 변경백에게
가짜 신변을 위탁하러 가는데…….

디안은 무사히 백작을 속여 넘길 수 있을 것인가!


요정여왕이 살았다는 북쪽호수를 등진 성에서
이른 봄을 맞으며 펼쳐지는 낭만희극.",카카오페이지
